evaluator_code,story_id,topic,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_profit,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future,post_ai_usage,post_ai_assist,post_authors_ideas,post_ownership,post_profit,condition,ai_used_actual
dw2dmllj,f3a6d784-763f-41fb-b889-11f2bcba72d7,an adventure on the open seas,3.0,3.0,3.0,5.0,6.0,6.0,50,8.0,8.0,1.0,1.0,1.0,1.0,0.0,82,9.0,9.0,0,human,0.0
g2v56yge,d485db37-7c80-485a-a99a-a6cbcaa8e5b5,an adventure on the open seas,2.0,3.0,3.0,4.0,2.0,3.0,50,3.0,2.0,7.0,1.0,2.0,1.0,1.0,58,2.0,2.0,9,human_1AI,1.0
0sh17m41,f509c7eb-889d-4726-86e2-1a074399cdc0,an adventure on a different planet,4.0,4.0,4.0,5.0,3.0,3.0,50,2.0,4.0,7.0,2.0,2.0,2.0,1.0,50,3.0,3.0,49,human_1AI,1.0
qwkohrpb,3055442e-4c98-484d-a092-9838823ac08f,an adventure on a different planet,8.0,6.0,6.0,6.0,8.0,6.0,50,8.0,8.0,2.0,7.0,7.0,7.0,0.0,65,7.0,7.0,0,human,0.0
zi7nnn89,56908d7b-bb73-427c-a43d-618ff038e1f3,an adventure in the jungle,2.0,2.0,1.0,6.0,4.0,4.0,50,5.0,4.0,3.0,4.0,1.0,2.0,2.0,70,1.0,6.0,70,human_1AI,0.0
9a0kku5u,f48acf07-0c7a-464e-b42d-7c477cb24782,an adventure on the open seas,3.0,3.0,2.0,6.0,7.0,7.0,50,6.0,2.0,2.0,2.0,2.0,7.0,1.0,0,8.0,8.0,100,human_1AI,0.0
0zh7emrd,f3eadea7-021d-469b-8eef-0508ccc852c2,an adventure on a different planet,2.0,2.0,2.0,2.0,3.0,3.0,50,3.0,2.0,5.0,3.0,3.0,2.0,1.0,75,4.0,4.0,25,human_1AI,1.0
k83yfsd1,37f088e5-ab58-4234-bdd3-e77835d3504b,an adventure on a different planet,6.0,6.0,4.0,3.0,2.0,3.0,50,6.0,5.0,3.0,6.0,7.0,1.0,1.0,52,2.0,5.0,50,human_5AI,1.0
r0nvf21k,124978c6-f8c9-4d94-829a-fe59c714310b,an adventure on a different planet,3.0,4.0,3.0,8.0,6.0,5.0,50,6.0,4.0,1.0,1.0,1.0,5.0,1.0,58,6.0,7.0,54,human_5AI,1.0
zk0enfhg,28e46f82-e84e-47fd-8d5a-3037d19a7f36,an adventure on the open seas,1.0,1.0,1.0,5.0,1.0,1.0,50,1.0,1.0,9.0,1.0,1.0,5.0,1.0,90,4.0,8.0,100,human_5AI,1.0
cp2m4tgg,cb260fad-db5b-4730-960c-020aa4fd43c5,an adventure in the jungle,2.0,2.0,2.0,7.0,3.0,2.0,50,4.0,6.0,5.0,1.0,1.0,1.0,0.0,8,6.0,6.0,0,human,0.0
rukcpe77,e8a698ff-7fba-4cd9-987f-273c3abe7fba,an adventure in the jungle,3.0,4.0,3.0,4.0,3.0,3.0,50,4.0,5.0,7.0,5.0,4.0,5.0,0.0,25,7.0,8.0,0,human,0.0
27szennb,79ce5a91-c618-458f-8cce-9e32e1689cb1,an adventure in the jungle,2.0,2.0,2.0,7.0,7.0,8.0,50,5.0,7.0,6.0,2.0,3.0,3.0,0.0,25,8.0,8.0,0,human,0.0
1eoxm04m,1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,an adventure on the open seas,5.0,4.0,4.0,5.0,2.0,2.0,50,5.0,1.0,5.0,2.0,2.0,3.0,0.0,50,8.0,8.0,0,human,0.0
skrodzah,7298782e-7bac-4a4a-b322-d4832c0cf6a2,an adventure on a different planet,2.0,2.0,2.0,6.0,7.0,8.0,50,4.0,5.0,5.0,2.0,1.0,6.0,2.0,25,6.0,1.0,50,human_5AI,0.0
senriny0,f2d658e2-90c4-4942-813d-f4c063b84c93,an adventure on a different planet,7.0,7.0,7.0,3.0,4.0,7.0,50,7.0,6.0,2.0,5.0,1.0,1.0,0.0,75,8.0,9.0,0,human,0.0
ps2dbopg,1bd16c85-78a6-4905-a0b8-23baa64e70bd,an adventure on a different planet,8.0,8.0,7.0,9.0,5.0,3.0,50,6.0,5.0,2.0,1.0,4.0,5.0,1.0,75,6.0,6.0,75,human_5AI,1.0
c9hgm5tm,e29b0a28-2897-450e-b920-fcd41084a12a,an adventure on a different planet,4.0,4.0,3.0,6.0,5.0,6.0,50,6.0,5.0,3.0,5.0,6.0,4.0,1.0,74,4.0,3.0,49,human_1AI,1.0
9wwe64ny,34bf225b-43e6-4cfb-8844-d52419dc4906,an adventure on the open seas,7.0,6.0,7.0,4.0,4.0,3.0,50,7.0,8.0,1.0,4.0,7.0,1.0,1.0,10,8.0,8.0,100,human_5AI,1.0
83jiq9nt,b202956d-95f3-46da-8ce7-478d6ad45201,an adventure on the open seas,2.0,2.0,2.0,5.0,4.0,6.0,50,5.0,2.0,7.0,3.0,3.0,7.0,0.0,80,6.0,9.0,0,human_5AI,0.0
yy17vkxx,4bf14b3e-f54f-412f-91f0-e218adf085dc,an adventure on a different planet,3.0,2.0,3.0,6.0,7.0,4.0,50,6.0,5.0,5.0,3.0,3.0,4.0,1.0,34,4.0,3.0,51,human_5AI,1.0
4eqljd7x,2d6ece38-3984-441a-88dc-c31f16d8567b,an adventure in the jungle,8.0,6.0,6.0,9.0,9.0,9.0,50,7.0,9.0,2.0,2.0,1.0,2.0,1.0,90,9.0,8.0,66,human_1AI,1.0
mm79tn84,2daeadf6-9297-40da-941c-b25177a96b8a,an adventure on a different planet,2.0,2.0,2.0,6.0,6.0,4.0,50,7.0,6.0,2.0,4.0,5.0,5.0,1.0,0,4.0,6.0,90,human_5AI,1.0
ag6bfphw,1ae992b9-d676-4051-b939-19635ea24c24,an adventure on the open seas,1.0,2.0,1.0,3.0,1.0,1.0,50,3.0,5.0,8.0,1.0,1.0,1.0,0.0,75,8.0,8.0,0,human_1AI,0.0
neuxoryg,8f962717-825a-44d1-8c70-11e538b2e210,an adventure on the open seas,4.0,3.0,3.0,7.0,7.0,6.0,50,7.0,7.0,2.0,2.0,8.0,5.0,1.0,15,4.0,7.0,75,human_5AI,1.0
4da7udwu,a0e70cc9-d661-4237-ab6e-692c99397d06,an adventure on the open seas,3.0,5.0,4.0,3.0,5.0,4.0,50,4.0,5.0,5.0,3.0,3.0,4.0,2.0,30,4.0,5.0,66,human_5AI,0.0
1qae9gbi,0700e775-44f7-47b9-aec5-078516a9032c,an adventure on a different planet,5.0,6.0,4.0,5.0,3.0,3.0,50,3.0,4.0,6.0,1.0,1.0,5.0,0.0,50,7.0,6.0,0,human,0.0
2u97fnv5,c0002a1c-09c6-4939-8524-acc0671b187b,an adventure on the open seas,4.0,4.0,3.0,7.0,3.0,3.0,50,5.0,6.0,3.0,1.0,3.0,3.0,1.0,10,7.0,7.0,85,human_5AI,1.0
vg3nohdf,7086605c-efec-4e8c-867f-9c3e26ba5869,an adventure on the open seas,8.0,7.0,7.0,7.0,8.0,8.0,50,8.0,8.0,4.0,5.0,7.0,8.0,0.0,30,7.0,8.0,0,human,0.0
qqhmpjcg,c3df61ef-db61-4d63-8033-442f78804201,an adventure on the open seas,5.0,6.0,5.0,6.0,3.0,2.0,50,6.0,8.0,2.0,3.0,8.0,1.0,0.0,75,7.0,7.0,0,human,0.0
29rig08f,49dc8a44-7527-4bf3-b79a-52a6f1f9f416,an adventure in the jungle,8.0,8.0,8.0,9.0,9.0,9.0,50,8.0,8.0,1.0,1.0,7.0,3.0,1.0,70,7.0,8.0,84,human_5AI,1.0
kfmmorpq,d1b64760-12b9-4490-98b4-d8d251bb4657,an adventure on a different planet,3.0,3.0,3.0,4.0,8.0,6.0,50,6.0,8.0,4.0,1.0,1.0,5.0,1.0,35,2.0,3.0,25,human_5AI,1.0
z5p8em34,4c7846f7-f65a-482c-8d57-70c1b2a4a7a0,an adventure on the open seas,3.0,7.0,8.0,3.0,5.0,4.0,50,3.0,2.0,7.0,2.0,1.0,3.0,0.0,100,2.0,2.0,0,human,0.0
eylwro2s,e4c02406-fa7c-46e9-9c59-870be139319d,an adventure on the open seas,2.0,2.0,2.0,4.0,6.0,3.0,50,1.0,3.0,6.0,1.0,6.0,5.0,0.0,81,5.0,7.0,0,human_1AI,0.0
60fmqbll,9807e780-e71d-4f74-80a8-fbe609e79bd7,an adventure on a different planet,3.0,3.0,3.0,7.0,6.0,7.0,50,5.0,5.0,2.0,2.0,2.0,4.0,0.0,50,7.0,6.0,0,human,0.0
fk7hla6y,5e433a7f-d48b-449b-8f30-35e205ee75dc,an adventure on the open seas,5.0,3.0,3.0,6.0,6.0,6.0,50,6.0,5.0,4.0,4.0,4.0,4.0,1.0,50,4.0,3.0,26,human_5AI,1.0
c96vs1wo,f7376258-d293-44f9-aa07-938361a4e1ee,an adventure on the open seas,4.0,4.0,3.0,7.0,7.0,7.0,50,4.0,5.0,2.0,2.0,1.0,2.0,0.0,75,7.0,6.0,0,human_1AI,0.0
1c9p9015,61264962-4daa-4ee8-bc77-19ca6fc6e4b5,an adventure on the open seas,5.0,6.0,4.0,8.0,7.0,7.0,50,7.0,7.0,2.0,2.0,6.0,5.0,0.0,42,9.0,9.0,0,human,0.0
hzuuw0td,91ccea5b-0d04-4da0-b72f-f9e5f4dd0cff,an adventure on a different planet,3.0,3.0,3.0,7.0,4.0,4.0,50,6.0,6.0,5.0,2.0,2.0,2.0,2.0,74,5.0,5.0,50,human_1AI,0.0
ulkeae1a,883982ae-c0f6-4795-9421-aa2768ea16e6,an adventure on a different planet,3.0,3.0,2.0,7.0,6.0,8.0,50,6.0,7.0,1.0,1.0,1.0,7.0,0.0,5,7.0,8.0,0,human_1AI,0.0
642yx89b,695524f2-aebd-42ef-a7c1-8e6818de6e01,an adventure on the open seas,1.0,1.0,1.0,4.0,2.0,5.0,50,2.0,2.0,3.0,1.0,1.0,6.0,0.0,10,1.0,1.0,0,human,0.0
dn9usy8h,d9d1d62f-cbfa-473d-884f-e9cda653ce4a,an adventure on the open seas,3.0,4.0,2.0,6.0,7.0,6.0,50,4.0,5.0,5.0,2.0,2.0,1.0,1.0,74,7.0,6.0,49,human_5AI,1.0
rsspexkn,86d1cfb8-1101-40a7-84eb-0c376feb0183,an adventure on a different planet,3.0,3.0,3.0,3.0,3.0,5.0,50,3.0,2.0,4.0,1.0,4.0,5.0,2.0,73,6.0,6.0,85,human_5AI,0.0
n1atvu1y,f3a0bc3c-e9c3-4c94-9c0d-611e7a26b49b,an adventure on the open seas,5.0,5.0,5.0,9.0,9.0,6.0,50,7.0,7.0,2.0,1.0,7.0,9.0,0.0,25,8.0,8.0,0,human_1AI,0.0
6g2u8ogb,7e679441-d793-4967-a395-60329e3067bc,an adventure in the jungle,2.0,2.0,2.0,5.0,4.0,5.0,50,6.0,4.0,4.0,1.0,4.0,2.0,1.0,95,3.0,5.0,50,human_1AI,1.0
cz08bsei,c6bc5ab0-7b03-45e5-8d64-2cc554967f75,an adventure in the jungle,7.0,7.0,6.0,8.0,8.0,8.0,50,7.0,7.0,2.0,1.0,1.0,1.0,1.0,6,6.0,6.0,77,human_1AI,1.0
3y3u2f36,7dcc5bbc-7c73-4c85-9453-4bbde2ccd115,an adventure in the jungle,4.0,4.0,4.0,6.0,8.0,6.0,50,6.0,6.0,4.0,1.0,7.0,8.0,0.0,61,3.0,6.0,0,human,0.0
inja4gcm,4c88b4d8-0718-47ba-b497-80aa8e70405d,an adventure on the open seas,3.0,8.0,5.0,9.0,7.0,6.0,50,2.0,5.0,2.0,3.0,1.0,1.0,1.0,26,2.0,2.0,73,human_5AI,1.0
26pdtu21,722c95e5-f767-4697-8858-fdfbecdc70b0,an adventure on a different planet,3.0,3.0,3.0,3.0,2.0,4.0,50,5.0,5.0,6.0,2.0,1.0,2.0,0.0,71,7.0,7.0,0,human,0.0
wfad5mkh,db6630b5-29db-4042-b79f-beb5e5dc81d1,an adventure on a different planet,4.0,6.0,7.0,7.0,4.0,3.0,50,4.0,5.0,3.0,2.0,5.0,4.0,1.0,80,2.0,3.0,51,human_5AI,1.0
b91wd652,a610f7e4-a9a3-428d-8f5c-100f37d872e2,an adventure in the jungle,2.0,2.0,2.0,6.0,5.0,5.0,50,3.0,2.0,4.0,1.0,1.0,4.0,1.0,26,3.0,7.0,100,human_5AI,1.0
sss8lytu,6dc842a7-8156-42a7-80fa-d26f74b0d86b,an adventure on a different planet,7.0,7.0,6.0,7.0,7.0,8.0,50,8.0,8.0,2.0,3.0,8.0,5.0,1.0,73,7.0,6.0,50,human_5AI,1.0
okbuensm,d31c0464-ccb7-42b6-a968-545ee0ee291d,an adventure in the jungle,1.0,1.0,1.0,5.0,6.0,4.0,50,2.0,3.0,6.0,1.0,2.0,1.0,1.0,75,6.0,7.0,25,human_5AI,1.0
c9ai3g5p,b57f6807-026c-4bbe-a71a-18b62635728b,an adventure on the open seas,1.0,1.0,1.0,2.0,4.0,1.0,50,2.0,3.0,8.0,2.0,1.0,5.0,1.0,80,5.0,5.0,79,human_5AI,1.0
hwwb6880,3e150849-a7a9-4c64-be45-0134d9afd6fa,an adventure on a different planet,7.0,8.0,5.0,8.0,7.0,5.0,50,7.0,5.0,2.0,2.0,7.0,8.0,1.0,9,5.0,7.0,39,human_1AI,1.0
cppvwugz,0b8ad86c-4e7f-46c2-8145-3d4596d7a13f,an adventure on the open seas,8.0,8.0,6.0,8.0,7.0,9.0,50,9.0,7.0,2.0,4.0,8.0,1.0,0.0,64,5.0,5.0,0,human_1AI,0.0
8uh0j7wa,5b7a516e-a054-4a70-a679-25ff3c8b9387,an adventure in the jungle,1.0,1.0,1.0,9.0,7.0,7.0,50,5.0,7.0,5.0,2.0,6.0,1.0,0.0,25,9.0,9.0,0,human,0.0
m7dgql39,d4b9806e-ef03-4992-b102-4f39bec52e1e,an adventure in the jungle,8.0,8.0,5.0,8.0,9.0,8.0,50,9.0,5.0,1.0,2.0,4.0,6.0,0.0,50,9.0,9.0,0,human_1AI,0.0
t4pib3d8,4bf14b3e-f54f-412f-91f0-e218adf085dc,an adventure on a different planet,8.0,8.0,5.0,9.0,8.0,9.0,50,7.0,8.0,2.0,2.0,7.0,5.0,1.0,40,5.0,5.0,40,human_5AI,1.0
aaxc45qc,f3a6d784-763f-41fb-b889-11f2bcba72d7,an adventure on the open seas,5.0,6.0,5.0,8.0,8.0,7.0,50,8.0,6.0,2.0,2.0,8.0,6.0,0.0,23,8.0,9.0,0,human,0.0
0mvn5qdw,bece387a-c784-43ce-b762-2627cc6456af,an adventure on a different planet,2.0,2.0,2.0,4.0,3.0,1.0,50,3.0,4.0,7.0,1.0,1.0,1.0,0.0,25,5.0,6.0,0,human,0.0
ry2tg9s8,2da7915a-c2cf-4289-962a-791300100a1a,an adventure on a different planet,3.0,3.0,4.0,5.0,4.0,4.0,50,5.0,6.0,5.0,4.0,3.0,4.0,1.0,29,3.0,3.0,62,human_5AI,1.0
y1tzuzig,ca42e827-d57f-45f9-ac97-5d943f02dc05,an adventure on a different planet,3.0,3.0,3.0,2.0,5.0,2.0,50,4.0,3.0,8.0,2.0,2.0,3.0,0.0,12,8.0,8.0,0,human,0.0
6wk3ua0d,5587d7fa-61be-4e15-8227-f08cf8dd0e38,an adventure in the jungle,6.0,6.0,3.0,7.0,4.0,5.0,50,5.0,4.0,5.0,1.0,3.0,3.0,0.0,33,5.0,5.0,0,human,0.0
g3elbr7v,ec53dfb3-d2d5-4cb7-b6cd-dc4edc501559,an adventure in the jungle,6.0,5.0,7.0,6.0,7.0,6.0,50,6.0,8.0,3.0,2.0,7.0,4.0,0.0,63,7.0,8.0,0,human,0.0
797xw6ca,74212755-8bb3-4753-97cc-2c5d79bc918a,an adventure in the jungle,2.0,2.0,2.0,3.0,2.0,4.0,50,1.0,2.0,8.0,1.0,1.0,1.0,0.0,73,7.0,6.0,0,human_1AI,0.0
jnwzgj3h,4b522f13-32a9-4c49-a11e-68d169ca7654,an adventure in the jungle,9.0,9.0,6.0,9.0,9.0,9.0,50,9.0,9.0,1.0,6.0,5.0,9.0,1.0,50,7.0,9.0,47,human_5AI,1.0
ivwajyh3,9c0c30d3-f782-4104-8f78-1f824c920485,an adventure on a different planet,4.0,4.0,5.0,5.0,5.0,5.0,50,5.0,4.0,6.0,2.0,6.0,7.0,1.0,50,7.0,7.0,70,human_5AI,1.0
zf6arycx,36d90373-ec55-4305-996f-5ab6bebec191,an adventure on a different planet,4.0,6.0,6.0,4.0,5.0,5.0,50,1.0,5.0,7.0,1.0,4.0,1.0,1.0,2,4.0,4.0,95,human_5AI,1.0
3xa1cugd,e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,an adventure in the jungle,6.0,7.0,7.0,7.0,7.0,7.0,50,7.0,6.0,3.0,2.0,2.0,5.0,1.0,51,8.0,3.0,49,human_5AI,1.0
z71zj9tq,52bf1e70-c9fd-4754-964b-953a0d21a17a,an adventure in the jungle,2.0,3.0,2.0,4.0,6.0,8.0,50,2.0,2.0,3.0,2.0,5.0,1.0,0.0,50,7.0,6.0,0,human,0.0
rpe4xorq,2be119b4-dee7-426f-b135-2da6580456f1,an adventure on a different planet,5.0,6.0,4.0,9.0,7.0,4.0,50,7.0,7.0,3.0,6.0,3.0,3.0,0.0,50,9.0,9.0,0,human,0.0
g2jhq9wo,01d340cd-bcca-4ef8-bd36-91c2a951b21f,an adventure on a different planet,1.0,1.0,2.0,2.0,1.0,1.0,50,2.0,1.0,8.0,1.0,3.0,1.0,1.0,90,1.0,2.0,50,human_5AI,1.0
3s6k6llu,1037d4e2-3036-469d-89fc-b7d7baf79b29,an adventure on a different planet,5.0,5.0,3.0,9.0,6.0,6.0,50,8.0,6.0,2.0,6.0,7.0,5.0,1.0,70,5.0,5.0,60,human_1AI,1.0
nv078597,c0002a1c-09c6-4939-8524-acc0671b187b,an adventure on the open seas,5.0,6.0,7.0,5.0,4.0,5.0,50,6.0,4.0,5.0,4.0,6.0,3.0,1.0,23,6.0,6.0,55,human_5AI,1.0
tu4sjfrd,8b616451-0c4b-45bf-91eb-75f594b1e5b1,an adventure on the open seas,4.0,5.0,4.0,3.0,3.0,3.0,50,6.0,7.0,7.0,3.0,5.0,2.0,0.0,99,7.0,8.0,0,human,0.0
j2xpzyte,2e535ed9-2f1d-4f25-8c66-f00cfd62fbad,an adventure in the jungle,6.0,1.0,2.0,2.0,1.0,2.0,50,5.0,3.0,6.0,7.0,4.0,2.0,0.0,74,8.0,9.0,0,human,0.0
dljk0als,0de8b2d8-dffc-4e21-aae4-ebb3e367ef5d,an adventure on a different planet,3.0,4.0,3.0,5.0,6.0,5.0,50,4.0,5.0,5.0,2.0,6.0,2.0,0.0,10,7.0,8.0,0,human,0.0
bdjjfqzi,9d30c190-47dd-42fd-915d-8795ec31e5c5,an adventure on a different planet,4.0,3.0,2.0,5.0,6.0,3.0,50,4.0,4.0,8.0,3.0,1.0,3.0,0.0,24,9.0,9.0,0,human,0.0
mstla4sl,f339a280-e835-4165-be41-5cda6fb1604f,an adventure on the open seas,7.0,5.0,6.0,3.0,6.0,5.0,50,6.0,7.0,1.0,2.0,9.0,7.0,0.0,45,8.0,6.0,0,human,0.0
rs0ndqy1,5b7a516e-a054-4a70-a679-25ff3c8b9387,an adventure in the jungle,1.0,1.0,2.0,7.0,2.0,1.0,50,3.0,6.0,2.0,1.0,1.0,1.0,0.0,90,6.0,8.0,0,human,0.0
efa7ezro,999b17bd-a73b-4459-849b-c8dbd3e6a675,an adventure on a different planet,1.0,1.0,1.0,1.0,3.0,2.0,50,1.0,1.0,9.0,1.0,1.0,1.0,0.0,100,1.0,1.0,0,human,0.0
10vnryfv,5df32bc6-8006-44c6-a9bc-802e01cc59ff,an adventure on the open seas,4.0,4.0,4.0,7.0,7.0,7.0,50,6.0,5.0,5.0,4.0,4.0,4.0,1.0,50,4.0,5.0,52,human_5AI,1.0
vwyvkub0,863d7eaf-eb05-4d14-8804-6123d8c04d86,an adventure on a different planet,5.0,5.0,4.0,7.0,6.0,5.0,50,4.0,5.0,6.0,2.0,1.0,3.0,0.0,89,2.0,2.0,0,human,0.0
ifcqii9p,74655c74-6359-4c3b-8289-426d98d20e9d,an adventure on the open seas,1.0,1.0,1.0,6.0,3.0,3.0,50,8.0,8.0,2.0,1.0,1.0,3.0,0.0,25,7.0,5.0,0,human,0.0
d64g811x,997db0f8-af39-4881-b5b2-1aa64dd16030,an adventure on a different planet,2.0,2.0,2.0,3.0,4.0,2.0,50,2.0,3.0,8.0,1.0,1.0,2.0,0.0,15,8.0,8.0,0,human,0.0
t8gmqpqy,971f10d3-df07-40be-903a-6294cf6fefb0,an adventure in the jungle,2.0,2.0,2.0,7.0,6.0,8.0,50,3.0,6.0,7.0,2.0,8.0,2.0,1.0,10,7.0,9.0,100,human_5AI,1.0
tc3hh27n,09ed07b3-c272-4911-94c2-acf51d8ab921,an adventure in the jungle,5.0,5.0,5.0,1.0,8.0,8.0,50,7.0,8.0,2.0,1.0,3.0,1.0,0.0,75,7.0,7.0,0,human_1AI,0.0
mue6atm8,a5615afe-5b88-4d8a-81c4-0d30c05c0a8e,an adventure on a different planet,6.0,6.0,7.0,7.0,6.0,2.0,50,2.0,2.0,8.0,1.0,1.0,5.0,2.0,25,3.0,3.0,49,human_5AI,0.0
3bj06sl8,6dc842a7-8156-42a7-80fa-d26f74b0d86b,an adventure on a different planet,2.0,2.0,2.0,7.0,5.0,4.0,50,2.0,2.0,4.0,2.0,3.0,7.0,1.0,100,6.0,3.0,50,human_5AI,1.0
35tjqp0z,02bb7805-ba49-420a-be49-5f52f1d4b79e,an adventure on a different planet,9.0,7.0,7.0,7.0,7.0,7.0,50,5.0,7.0,3.0,1.0,1.0,1.0,1.0,34,7.0,7.0,85,human_1AI,1.0
mrfb0o5k,92aeebce-c4f4-4c12-bcfe-787e838884ea,an adventure on the open seas,1.0,1.0,1.0,3.0,2.0,2.0,50,1.0,4.0,9.0,4.0,1.0,1.0,2.0,90,2.0,2.0,2,human_1AI,0.0
akyujfsa,4bf14b3e-f54f-412f-91f0-e218adf085dc,an adventure on a different planet,8.0,8.0,8.0,8.0,8.0,8.0,50,8.0,8.0,3.0,6.0,9.0,4.0,1.0,70,5.0,6.0,65,human_5AI,1.0
vjtgs23b,4c7846f7-f65a-482c-8d57-70c1b2a4a7a0,an adventure on the open seas,2.0,2.0,2.0,3.0,2.0,3.0,50,1.0,2.0,9.0,1.0,1.0,1.0,0.0,88,9.0,9.0,0,human,0.0
nwyg3hg7,53c1820d-c840-40af-a8b9-7af9bc6bdc7c,an adventure in the jungle,4.0,4.0,3.0,2.0,4.0,3.0,50,5.0,2.0,6.0,1.0,3.0,7.0,0.0,60,7.0,8.0,0,human,0.0
1ukgn5ed,3fb759ca-fc3c-4202-890f-db5b2ea26e75,an adventure on the open seas,2.0,2.0,2.0,3.0,4.0,2.0,50,3.0,3.0,7.0,3.0,4.0,3.0,2.0,74,3.0,3.0,50,human_1AI,0.0
70trlqf1,d2b204e3-3cd9-474f-aa05-f5fdc88aa015,an adventure in the jungle,6.0,5.0,1.0,8.0,9.0,9.0,50,9.0,7.0,1.0,1.0,7.0,8.0,0.0,100,5.0,5.0,0,human,0.0
vcylctfc,6edb9f32-adf8-4513-8b2b-0615980a16df,an adventure on a different planet,2.0,3.0,2.0,7.0,2.0,2.0,50,2.0,2.0,8.0,1.0,1.0,2.0,1.0,94,6.0,4.0,74,human_5AI,1.0
8jue4p2n,22988fde-8e34-4df8-ab1e-d1da1057c457,an adventure on the open seas,4.0,5.0,5.0,6.0,6.0,5.0,50,3.0,1.0,4.0,2.0,1.0,1.0,1.0,25,2.0,3.0,50,human_1AI,1.0
pr6pr1n0,85b548af-6c23-4d18-a400-7196d80c4462,an adventure on a different planet,3.0,3.0,3.0,8.0,9.0,9.0,50,5.0,9.0,2.0,1.0,6.0,1.0,1.0,100,1.0,9.0,100,human_5AI,1.0
rdsmhbk8,7da4409b-f062-4c75-a10c-55ee1a4de7a8,an adventure in the jungle,3.0,3.0,3.0,8.0,9.0,8.0,50,5.0,7.0,3.0,3.0,6.0,1.0,1.0,5,2.0,8.0,99,human_5AI,1.0
vjesfyak,ab650f9e-6a50-4098-a8e2-9dd4c4785a96,an adventure on a different planet,7.0,7.0,8.0,7.0,6.0,4.0,50,6.0,6.0,7.0,5.0,3.0,3.0,1.0,50,6.0,8.0,75,human_1AI,1.0
td5gcrhm,84184ee1-7a24-4886-aaf7-420b19187f40,an adventure in the jungle,3.0,3.0,3.0,6.0,6.0,5.0,50,6.0,4.0,3.0,2.0,6.0,3.0,0.0,69,7.0,7.0,0,human,0.0
a9ebe0mc,b7c28702-7a1c-4e82-9b92-4422a60440d0,an adventure on the open seas,6.0,6.0,1.0,7.0,6.0,6.0,50,7.0,7.0,1.0,3.0,1.0,1.0,0.0,50,5.0,5.0,0,human_1AI,0.0
31p68g3v,38a2d8c1-7619-4270-810d-97a31ce893ea,an adventure on a different planet,8.0,8.0,7.0,8.0,9.0,8.0,50,8.0,8.0,1.0,1.0,6.0,5.0,1.0,6,4.0,2.0,25,human_5AI,1.0
2pytliij,68b178f0-c784-469d-8357-bf71ba6b4137,an adventure in the jungle,6.0,5.0,6.0,8.0,9.0,8.0,50,8.0,7.0,3.0,2.0,4.0,6.0,1.0,46,8.0,8.0,91,human_5AI,1.0
81fxgj6x,3e5480ae-186e-4ae5-84fa-45eff245ad5d,an adventure on a different planet,1.0,2.0,2.0,6.0,3.0,4.0,50,3.0,3.0,7.0,2.0,2.0,5.0,1.0,70,4.0,1.0,25,human_5AI,1.0
9fl2tsy4,d66d4109-fa0d-437d-9c8e-c69759aaf368,an adventure in the jungle,4.0,3.0,5.0,4.0,6.0,5.0,50,3.0,2.0,8.0,2.0,5.0,1.0,2.0,20,4.0,3.0,100,human_1AI,0.0
vjlplqv7,1037d4e2-3036-469d-89fc-b7d7baf79b29,an adventure on a different planet,2.0,2.0,2.0,6.0,3.0,9.0,50,2.0,2.0,3.0,1.0,2.0,1.0,1.0,50,5.0,6.0,100,human_1AI,1.0
dlp4we39,c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,an adventure on a different planet,6.0,6.0,5.0,7.0,6.0,6.0,50,7.0,7.0,1.0,5.0,6.0,5.0,1.0,50,5.0,5.0,40,human_1AI,1.0
qd24e6q3,883982ae-c0f6-4795-9421-aa2768ea16e6,an adventure on a different planet,2.0,9.0,9.0,1.0,1.0,1.0,50,2.0,5.0,9.0,1.0,1.0,2.0,0.0,25,9.0,9.0,0,human_1AI,0.0
np8pqoe5,a03cdd05-0ec9-4484-aedd-79fc1b41e8c1,an adventure in the jungle,5.0,4.0,3.0,6.0,7.0,7.0,50,8.0,4.0,2.0,1.0,7.0,1.0,0.0,10,7.0,8.0,0,human,0.0
67dpy2sa,b299254c-cd49-4610-806d-4b53512d3e92,an adventure in the jungle,1.0,1.0,1.0,4.0,4.0,1.0,50,7.0,7.0,5.0,2.0,4.0,1.0,1.0,94,3.0,3.0,38,human_5AI,1.0
y829diax,e588666a-a560-466e-8494-aa64a1d06807,an adventure in the jungle,5.0,4.0,4.0,3.0,6.0,5.0,50,4.0,3.0,6.0,1.0,7.0,3.0,1.0,75,2.0,1.0,5,human_1AI,1.0
yqmsqfs6,f3a0bc3c-e9c3-4c94-9c0d-611e7a26b49b,an adventure on the open seas,4.0,4.0,4.0,7.0,7.0,4.0,50,5.0,4.0,5.0,3.0,4.0,3.0,0.0,37,9.0,9.0,0,human_1AI,0.0
qfb6jcwe,8f962717-825a-44d1-8c70-11e538b2e210,an adventure on the open seas,2.0,2.0,1.0,6.0,5.0,3.0,50,3.0,5.0,3.0,5.0,3.0,1.0,1.0,50,3.0,3.0,45,human_5AI,1.0
